TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,sha256
,326,mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",Male,hair: bald eyes: black teeth: none skin: dark skin clothing: dark ankara accessories: none  expression: plain strength: fulfilled weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,df9ef5011fa9cfdb4c4f7919e8e9a64492c4371aece5aff942fdd6299d0bcf10
,327,mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,Male,hair: baldeyes:  blackteeth: noneskin: darkskin clothing: onesideankara accessories: noneexpression: willfull strength: fighter  weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,c7e4c6f13b1dbcedf3e4a51e69573c78382fd6557e2e5d62c106148094f4fea1
,328,mrosho-the-runner,mrosho the runner,masked up mrosho,Male,hair: bald eyes: sea blue teeth: none skin: darkskin clothing: purple ankara accessories: none expression: alert  strength: visionary  weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,662c32529064cfa73bb1a73f981786f74286a97ec606aaecbc1f02ea6cf9a73b
,329,milele-the-african,milele the african,milele with a nice african print in orange,Male,hair: bald eyes: blue teeth: none skin: dark skin clothing: orange ankara accessories: none expression: timid strength: leader weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,a9ea2cc89ed12bda398b403c29ddf19d53ca50271e0691debcb196e0ecf9e599
,330,olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,Male,hair: bald eyes: closed teeth: none skin: darkskin clothing: animal print accessories: none expression: surprised strength: empathy   weakness: easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,eb7f58e666e4ac766cebea6c1592a48c5dc8fc98d6020eb257038787d3e0a536
,331,chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,Male,hair: bald eyes: closed teeth: none skin: none clothing: ankara shirt accessories: none expression: visionary strength:  authentic weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,7ea3d148d55581fbba1c6ef8cfdbec3d5b049df9d4c833bed748f2f44cfc833f
,332,mwangaa-the-voice,mwangaa the voice,mwangaa the chief,Male,hair:  bald eyes: blue teeth: none skin: darkskin clothing: white lined ankara accessories: none expression: kindness strength:  brave weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,dad79b47094d84b3a3d0382fea8cda95274595549eb67c5d0fc6a8e664abbafe
,333,waforte-the-first,waforte the first,masked up man who does sleep a lot,Male,hair: bald eyes: closedteeth:none skin: darkskin clothing: jean ankara accessories: none expression: shy strength:  weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,ab6f45890f88ecc9cf1b4a50a9b3dc6a7bff280e9e019582ee7531f0cc997bea
,334,kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,Male,hair: bald eyes: closed eyes teeth: skin: clothing: accessories: expression: bored strength: intelligent  weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,3e26dcfc8647cc163e5833c99ee4086ad6647d23aaf3aa439c4c1d8e667cbc17
,335,kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,Male,hair: bald eyes: white teeth: none skin: darkskin clothing: white jean shirt accessories: none expression: calculative strength: kind weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,d31fb6eda8234a724978611e575552bdf08faea5c190e89f93702b8ffe953f78
,336,nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,Female,hair:dreadlocks eyes: glassed up teeth:none skin: brownskin clothing: off shoulder ankara accessories: a pot expression: free spirited strength: fair weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,9bc45a23c90bfa433bebf2b5757516beb2a4927651c8a72c539e199f1f221b0c
,337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,Female,hair: pink afro eyes: glassed up teeth: none skin: brownskin clothing: colored ankara accessories: noneexpression: strict strength: leadership  weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,d8c47985c9ff7d81ceb2353db3d8d566f3773d281ecdb9111e96fbc84a6f2963
,338,tish-the-angry-one,tish the angry one,angry tish with specs on,Female,hair: black huge afro eyes:  none teeth: broken teeth skin: brownskin clothing: offshoulder ankara accessories: none expression: disgusted strength: blunt weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,8b1da4e1c07e652be5154bb20a0f9c6b4a4630c2e1f911f969dab628d525e5e9
,339,wamenza-the-winner,wamenza the winner,wamenza the leader,Female,hair: laid back eyes: none teeth: none skin: brownskin clothing: offshoulder ankara accessories: noneexpression: meditative strength: strict weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,67dc2e0ba856ca55df934bb3f846650d988ce56a6358b2de9b9940ca422cb972
,340,isaya-the-track-king,isaya the track king,isaya the traveller,Male,hair: none eyes: glassed up teeth: none skin: brown skin clothing: bright ankara accessories: none expression: taken aback strength: straight forward weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,91a8d70765e49add6a07a788edd06df9c0ad573df7b8b743a5e35f7821558f42
TEAM RULER,341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,Male,hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine;,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,25c4296d69d5570c18a6c96dd6997bfbc7dbfe28d5bccd0e8abf1f51cf01becd
,342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in Idumota.,Female,hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love;,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,6f10c4f2104d89036b3b024dcc9f1a9a73f024ae8abebb201a7fe5e5b12d889d
,343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young gees.",Male,hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision;,dd708276-445f-4483-8357-fc08e999328f,3cc3779fd0042abbd8ae85432b3b8c10dfabe5eec24707ce1d7a2b763664ef4c
,344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu is a business minded guy but fun to be with.,Male,hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power;,76c1eabf-15ea-446a-8426-472982c4d800,4749b5b06a1b88e1878902297bdde7beb4c32cf2004d65edf9ddc598392b207b
,345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him.,Male,hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed;,2912ab8b-5875-4277-a5c2-a0209aee90ae,df53bceba4229d76deb0649b183627d15ec2ab715c0001daaace09fabaefd7b6
,346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to solve young women's problems with his millions.,Male,hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless;,aa575f30-04ad-45f9-a798-199465117793,0082434be0f29d7c8c2dbc78f3d5fc49c82c6261a8f54b94054da2a47ee9d13c
,347,suli-the-amalaseller,suli the amalaseller,Suli sells amala with respect and people say that's the secret to her sweet food.,Female,hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional;,46fd4821-04dd-4f65-9290-c130a00c4c93,dfd3f6f75982a8c5aaebfac5dcfc3829226172b5952a0ae63aa35eb28350d917
,348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves African prints and loves to showcase culture.,Female,hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful;,cbab232b-5c62-4df8-867b-018a2e496cd4,ac9e79fcd04d7649510843469ac4be4c1e5854ba3a3499a4d5209bcc99a02c92
,349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him.,Male,hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring;,5a42af57-186e-425b-b6b1-f72bda4911ef,b4f5b8a33bde185e20cd752598903d0f1fdba63df510644fe998ca1687fbbf00
,350,chinedu-the-farmer,chinedu the farmer,A hardworking farmer who has 6 boys who help out on the farm.,Male,hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily;,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,2f7071c3a2863dd8fd36d3bc52d476e9a9f52468103e5c46345ea318234c2fb7
,351,kola-the-baldguy,kola the baldguy,Kola is every girls dream man because of his hair style.,Male,hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish;,c32f1757-da9c-49e8-bd79-510a42b6971a,cd3b1a9666eb4dc4161f95f4ed64d50f046b3b4ce9d8e5810348d37a9e65c51e
,352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men.,Female,hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly;,09ff910d-a2be-49d5-8b27-b9378458701c,7693b0545160120cfb696692306df272b15beb46d9549461e0493762dc195dfd
,353,kunle-the-alienguy,kunle the alienguy,Kunle is special and easily get noticed even in the midst of crowd.,Male,hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,7e87442901ffef814ec54b416261fb1b5d5ee4c89e7b919857a9eff69069a49e
,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none;,f9159a9c-f48d-4aee-bcc1-63c86209f806,6d8271c56730489ea08df4b8f7b33cb5fc6933f02b3128151584b2da44d99fef
,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently;,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,a803d38c9f050687b2d67c0c37f482faafd1b1e2ef38c92661c3418670681ca9
,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man;,195e89c8-0b6f-43ad-9a2c-d20f03439e96,39d7122c8f56bc73c953a584884803ecee77a99b27693b0f4baa2fac0ba92b9b
,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional;,74775cda-cff4-4d21-8819-693127598eca,b71580139fdc6677d9fdc3b4abf9f546d021d4bc5e9c7a8d9bc340895d959e4c
,358,adekunle-the-yorubademon,adekunle the yoruba demon,He might be every woman's man but faithful and loyal to one.,Male,hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful;,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,bc193af058d57bee950e2a516ff2bb09fac40d0a77062219ba296fc20fcac0b4
,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy;,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,9b0377249915b21d0613b0ddbc3f76c1575cef5dc38cf0e0e3d74828273e25c4
,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily;,74775cda-cff4-4d21-8819-693127598eca,2ad021b621e794c4aefc810a1839366e7fe8daf2a3a73f0e13fb330ffe77af61
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessory: gold glasses; expression: none; strength: none; weakness: none;,b10f7e42-4778-49db-820b-dabbad75504a,68e748c1279cddf51ee447a2ec0e1e4d5c85116376318a2b89770c1e3bb36bff
,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessory: gold glasses; expression: none; strength: none; weakness: none;,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,290815f5ff0658b28ad64297b19c1def97ba7274099177972e432d973d35cbc5
,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,88bac3d6102ed60c6e9b295d54fc4d6f674097b3257cb9062bf8dce6a44d5e45
,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;,f0558235-3043-46e5-b26c-5bde83cc67fb,c60fab4984c59471e88c78cd9348b90f5e6e8f695263f14342e62c72a4d28f95
,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair: black; eyes: none; teeth: none; clothing: print kente;  accessory: gold glasses; expression: none; strength: none; weakness: none;,e0858913-7050-4c4a-a2a0-442a88463334,60fada6021251230aa3b1030436bed7cebfbb77382db75dedb163ce18147028f
,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none;,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,a92eb21fa2351c7876db47061e2186cfc831fdbde980b226b7eaa4ad788260d3
,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none;,c6955d16-c343-46bc-9bed-c069ea8cc65a,253a1799ba6d0646d5d5afa5ad50863cd205268e4d97ec836549308458205b8f
,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: brown glasses; expression: none; strength: none; weakness: none;,49eb44e8-1117-463b-b7b3-1bcea4258362,76cd420891bc706a9b3d678e0c8be078026cf4b3b08dcee13e173758b33de4dc
,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none;,853edc40-0f9d-40c5-ba78-46067dfd7f68,60f9f06067cf7eb0433ebdef06044ecd6bfe38c48ecd2df7fc55bd56f6976d80
,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair: black; eyes: blue; teeth: none; clothing: print kente; accessory: beret; expression: none; strength: none; weakness: none;,ca9ddc30-141a-493d-851b-71d34f599641,470838eb7a6ce5aa9c1e34a40fe069cd42c1de46901b7e700627c3eca45c28f2
,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessory: hair bands; expression: none; strength: none; weakness: none;,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,5ebf1d16c7fda2d05c6b274f1aff8b9d7b8d03adc62a4c38f4e03ace22c9551c
,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; our able choir mistress that will take your boyfriend for vanishing.,Female,hair: black; eyes: brown; teeth: none; clothing: none; accessory: choker necklace; expression: none; strength: none; weakness: none;,df944505-da1a-424e-88aa-b9d365bd2775,0c108267818c5359a3d93664e782c07107dfb998e81b5b788ccb39965a0d9de9
,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; can transplant your husband with the blink of her eyes.,Female,hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none;,73c8d935-4a71-41d2-a1de-066ae8d548e6,a6e10a352d10fe4261e76d1465d3f8d3193bf1ec78beea8d5b41bfeac9759a27
,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessory: purple earrings; expression: none; strength: none; weakness: none;,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,b13273b48a90b8c0368949ed7f7c0032aa6524f3183720333c6d301bc056e432
,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none;,36539b84-ada0-43cb-92d4-30596e07a39a,3270e5f70072c6e90788fe32acb2243388606239bd08579263805f2642f8c5b2
,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessory: choker necklace; expression: none; strength: none; weakness: none;,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,8a4f4808667954522fb8de0bfc1154b2500915849544c936fb1db416e7557086
,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none;,1e4728e1-3e45-4972-9755-4a38e784ff91,9d7ae72a74d723518c19af3a9d1feedf2d727b510ab9e9d9654c5f15950851f1
,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none;,ea72337f-658f-4198-9ad6-39bc6212c20d,d7b33ab92012fe49654abf1e87819753fff6ba7d076f91f73a70a9b67103e924
,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair: black; eyes: squinted; teeth: none; cothing: none;  accessory: beret; expression: none; strength: none; weakness: none;,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,efc688e4029188f63b4eb62f66cff9d11d6c776a1d41f9c46032cd26660e5580
,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none;,0381301b-b5a3-42c1-9f73-2c43c0b8493f,d236405d2b8acab985b5b9255819bcf832793286bd2ccace8e92f282f124ae0c
TEAM AXE,381,baba-ijebu-the-gambler,baba ijebu the gambler,Baba Ijebu likes to spend all his money playing ayo and plays till the moon is high.,Male,hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love;,26340cc4-e334-494e-a737-f2b4bb9bb22e,f8cfd86d4ed17ce110d78c9ffb227a46ac549450d0ad7dddbc7ff1c4bca0f640
,382,amadi-the-palmwine-tapper,amadi the palmwine tapper,Amadi sells his palmwine at the village square.,Male,hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil;,a0586a93-7aff-43cc-8282-d081b8d6fe90,087aef6ba47b3c48b2daa1283be0575dc30a7756a515142e932418d65eba7c2c
,383,saro-the-betrayer,saro the betrayer,"Saro is mean, wicked and serves breakfast on a weekly basis.",Male,hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice;,15e1775c-74fe-4a0b-b79c-49f6b730fa89,65d7980dc15130c50809422047e58732b286cb1683ca5223ce6015a39cfd46a8
,384,tope-the-baller,tope the baller,Tope is an alte fashion king in Lagos who spends most of his nights at the club.,Male,hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire;,311a6713-66c9-43ce-82d8-e3ce03a87a81,3fb2e01ae8230b9be7aad50add1c80194ccf119d37d2a7b20024dffa5d08087f
,385,kwame-the-maths-teacher,kwame the maths teacher,Kwame teaches maths and is well known for punishing students.,Male,hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none;,9c34a73f-33ee-4577-aba8-0982c1656ba7,f294c78f768aa00680b6a64ee0f4c19309f88644bc2a49df9af31ba0ee19d2f1
,386,jagaban-of-afrobeats,jagaban of afrobeats,Jagaban is a party mover who wows the crowd with his theatrics.,Male,hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors;,784f0f6b-4273-4a31-88d7-2455b96c9011,01c49b2af11f21c88ed47e3712bd05bfb1547ff0e86c7c83e771165261b9f6e5
,387,nyame-the-traveller,nyame the traveller,Nyame and adventure loving traveller who loves to explore the African continent.,Male,hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles;,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,efad02cc5730faf921f9be6eedd56c7105911d118014b4ad367f0547d448b5ff
,388,adewale-the-gardner,adewale the gardner,Adewale is a hardworking and resourceful lover of plants.,Male,hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none;,c447c120-830e-4543-9cb3-5917ba36bce8,3903d8ec0191e8957333c1fcb923661106475c93338c61e663c27c8a1b38688b
,389,emeka-the-driver,emeka the driver,Emeka is a fixture on the bustling streets of Lagos.,Male,hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses; beret; expression: none; strength: none; weakness: none;,dacbbb38-087d-4248-8085-13b619da0ef9,0cebad78f7feb3711d6142e1919c5d4934f6589d259114c9d22907efa25d2386
,390,abang-the-wordsmith,abang the wordsmith,Abang is a storyteller and connoisseur of words.,Male,hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood;,94c607b3-791e-40df-bd93-50926f094143,ee5c90431956e610541683fc06b0bf55e98fe4fbc01f26c4d35401204277d401
,391,onome-the-stylist,onome the stylist,Onome is a fashionista with a pereferece for pipes over cigars.,Female,hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance;,b3427836-627b-41e4-a2d0-c29473448343,9c3bfa8e018df5edd94e6d62902f3d9f31ddb3522a57e9ce5b6df08f4f632395
,392,adaeze-the-developer,adaeze the developer,Adaeze is a gen-z software engineer whose favourite colour is purple.,Female,hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt;,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,54a3990b190202702bbd600c1ccd365a6de8c0abe4e6868add0ecf0e3feaf6c2
,393,precious-the-sidechick,precious the sidechick,Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.,Female,hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine;,ca720bf9-5e47-4421-b38f-bc62162ae99e,1115254ca8cf03965e1ee303914a73386b8965564b58346482ee12ddd5e0d43a
,394,ella-the-creative,elle the creative,"Ella is a smart, resourceful and an intellligent copywriter in a marketing firm.",Female,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none;,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,1ae5f0f1d297539c5775b11592fef3d3c23a52ccef2965974cb5d0eaeb40af80
,395,maame-the-starter,maame the starter,Maame is a no nonsense tough cookie who is never afraid to start something.,Female,hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi;,2aebd094-3be5-4773-a7a0-361f6332a7d4,a291249c43e2b8caefc40b3eda4150779bc5d5030e7b9cfaad31ece89c841918
,396,abigail-the-beautiful,abigail the beautiful,Abigail is the k-pop stan who loves comic books,Female,hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle;,fb148f97-d309-45a4-b902-4e066ca13f96,200c97a4a4bb004b802733aedf6c1f41984f5bc83ca5d262fb5888c7016e50d9
,397,abike-the-iya-loja,abike the iya loja,Abike is a well known trader & the iya-loja of the largest market in Lagos.,Female,hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya;,7b210c03-5446-462d-980e-c73dbbc1e386,6a46131b86a46d76134ce017c19103319795e9c470e7220f23ccb3d89dab8ba9
,398,ashanti-the-gold seller,ashanti the gold seller,Ashanti is a well known gold trader whose trinkets are one of a kind.,Female,hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived;,80b51092-3fbc-4d0c-8518-fc461ccb6c80,7abf68cbcfc29cfccbc8339794d50446ef369d78437b0ea1f03427621e5e815b
,399,yemoja-the-cool,yemoja the cool,Yemoja is a content creator who is known for her cool girl aesthetic.,Female,hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none;,1693b44d-96cf-4c2d-89be-9f4219c28447,cc2ad439a51c3d3c33d9c4165649a467da337528d8d286800f9d7492a4c17d8e
,400,Nana-the-dancer,nana the dancer,Nana is a dancer from Kumasi who performes at well known events al over Ghana.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none;,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,efa170ed6688e355c6a39f535f9b9db1f80f8cef832866fdf0e98f4fec610fc2
TEAM BOOT,401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted;,87bcc41f-eb3e-4ba2-9645-223c949a9b50,8109301b8327b0805fb6ee43270b1529b5d39c659c0c043c8e38393b41c169e4
,402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,Female,hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity;,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,89c113af971a84862890113ebab7d0cc1da1373eb674a4b6c996363b75e59dbe
,403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with; stay clear.,Female,hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient;,d1556c97-9075-49fc-8bde-1826bfc2dbe1,9369df952f5a3c52e7a6a0b604f57efff720e6b2cf1f03a88d8d2be3dd91c9a2
